layout	waiting_time
110000101011000000000000100000001110010000100000011110100000010000101100111100010000010100110100000000010010000110110101100001100000010010110000	127.02324294410626
000010000000010000111010001000000111000101000100100000000000000000000000000101001100000001110001000000000100101100000000000001000001000000000000	157.4532981530343
010010111111001111010110110100001111010101111111011001010000101010110110011111110110001011101010111001000110000011101101011001010111101110111101	134.66157205240174
100110001111110111010010110101011101100111101101000110011101011110000111001110001111111011011011111101101101011000100010101111011111111101111111	79.17974513749162
101010111100110010100000100010001110011010100000101000010010110011001110111101001111100100010011110011001010011000010110110101001100000010100110	140.29654747225646
100000000000000010010001001000001010000000000010000000000000010100100100100000010100110000000001010000000000100000010010000000000010000000000000	121.35071090047393
100000000000000000000000000000000000000001100000100001010001001000000001000000000000010000000000100100000000000010000010100111000001000000000000	97.97650273224043
011000011100110100000100010000110111100000001010001000001000101000100100101010010100100000101000000010011101010001000000001101100000010000010000	220.84199584199584
000010110000110011000101000011110101100111011101001001001000000100110110111100000001111010100000010000000100110010001010000000110001000100000011	136.14002478314745
001010010001000000011111111001011010001011001100000110010010000000011111001101110010001101100111001101110000111001010100000110011110100101000011	133.25201238390093
001010111111111110100011101101111011010101101001111110111111111101001101000110111111110010111111011110100000101011111011101001101000110001001111	135.69107551487414
110111010000101101111110011101111110011010100011001101101101010001111111111110111011101110101110110010110010011110110110010101110111111111111111	132.16567607726597
000011110000101001100000000100101100000000010111010111100101100011001110010001100000000010100110000010010001100000100100100100100011110101000001	149.54963041182683
100001000000001100100000000100000001001001000100000000001000000000010000100000000000000000100010100000001000010000100000000000100000001000000000	86.68831168831169
110110111101011101111001111111111101101101010100010111000101101111111001110011110111110111011111100011101100101111101110010101111111000111101111	117.6442239546421
000000100010000001010100000000000000001001000000000000001000000011000000000000010000010011000001000000000100011000010000000000000000000000000000	110.97408312958436
000000011100010000100000010000000000001000010011110100011000100101010000100001011001000001000101000001001001100110100111000101100000010101000000	93.68899755501222
010100101111100010010010110101111111111011111111000011011010101111111010111011101101111111101110111011101100000001010111111101111101111101110111	167.31502145922747
000000000010100000000010101001010000000011000100001111000000110010000100100000100000000010001010000000000000100010011010010001001001100100001000	143.14222549742078
011101100011111100110101101001111000111111000110101001000000010111110011011110110110010101111101111001010110111010011111011101111100111111000011	121.32352941176471
000000001001000010011101000000010000100000000000000100100000000000000000010000001001000011010010000001010010010001000100000000001000000000001000	106.963980189104
000000000001110101111110101111000000010010001101101110010111011011010011111001101100001101000001000000001100110000101101111101101000110010010010	171.11700581395348
000000000100000000000000010000010000000000000111101001010100000010101000000001001110000000111001010000010001000110000000001100001000001011001100	124.64734594264796
000000100000000000100100000010000000010100000101000000010101000001000000000101000000000000000101000000101110001010110001000000001100000000010000	107.42750287686997
000000000010001000000010000000000100000001010001001000000000001000000101000010000000000001000100000000000000010010011000000000000010000100011010	90.14798973481608
110000110110000000001000001110010010110101000010101000110100001110001010000001001100010000010100111101010011001110000010110001011101111001010101	108.6023794614903
000001001111001100000000011001010000001000001000100000000100101010001010100100000000010000000000000000100000110100001000001001000010000001010000	119.03776775648252
101000000110010000000000000001000000000010000000010110001000001101010000000000000000000000100000100000001010010011000100010000001010010000000000	105.90407554671968
111001111101001001001110011101111100001111010100100110001111111111101011111110101100001100001110100110111111111100001111111101101001100011011101	173.75938009787927
010100110000001010000001100000010100000000010000000001000010000011000101010000110001000111011000010000000000100010001010001000000000100010000000	100.25271247739602
000000000010000000000000000000001000000000000000000000100000010010000000000000000000000000000100000000000000110000010000011000000110001000010001	72.8796768707483
101000110010101011010010000111101110000001100011001010110111110001001011010111001001011000101111001001000001000000010100001100010000111000111001	125.51420454545455
110010000100000000100110010000000000000000000100100000100001000000001000000000001100000100101010001001101100000000000010001001110010000000010000	112.2261330761813
011100101111100000110001111100111000111011010001000100100111101101011000010000110011000111100001000001010000010001010010110010010111111111010111	102.23260073260073
100011101100011010110101011100100101111000001000000000011100010000101000000001100000100000001000000100010000010000001000111000001000100000000001	117.40014419610671
110010101111100110110000101101101001011111011000111111010011000111011101010110111110011000110011111110100000110110011111111100010100111001011001	81.38350515463918
000100000010000011001000010000010000100000000000000010000100000000000011001001000100000000000000000010000000000000100000000000000100000100000000	73.25581395348837
000101100111000000000001111110010101010100001100110000111101011101110101010001110010111110000100011101001111110010000010100101010011000000111111	177.03325223033252
101110000100010101010000111000110000000110101101010101111101110110100101011010100011101010010001111011000100000011011010000010000101000011011111	99.05313588850174
011100001001000000110010111110000000001000000100110110011010010000000011010000001010100000000000100100100001100010010001000000000000000000100010	157.21865715983364
001011100000101000010000000000110000110000000100000010010100000000101000010000010000011001001010110110000010000111010000100000011000101100100110	100.45190051618958
001100000000100010100000000000010011000000101010010000000001010100000010110100000010001000010010000000010000000101000001010010001010000010001000	99.20571151984511
000100000001000101000010000100000000000001000000000000010000000000101000000000100000010000000000000001001010011000000010000000000000010000000001	124.82401770890979
001000011100100000001101000101101010000010010011110101111111010111000110010101111000101001010001011010100001000011010101000011000001001000001101	127.1707779886148
000000010011010000100100000000000001100001010000100100000010010000110101000000000000000000010001000100000100010010010100000010001001000101000001	166.23019517795638
110011111100001001000001001001001101001100001111110011110000000000110010101010000001011111100100001100101110010101101111101100110010111111101100	140.23393854748602
011111000100101001010100001110111001011001100101110000100000100011010011100100111101001001110111100000110100100101000010010010001000011110011111	78.63453577764636
000000000100100101000011000100000000001001000011000000100101011010100110100001011010100010111110010011000000011001010001001010011010110111001011	116.79561128526646
011000000000000100000001001110000100100100000000000110101000100100100000000000000011000001001010101100000000100000000000000000000000000000000001	113.21506986027944
000000010100001000000000000000000000010000000000000000010111010011000000101000010000010000010111000111010000010000010100000011010101010110100001	90.73756097560975
111010111110110111111011100100110111110111110011000111010011011111110011011001110111111010101110011101001110100101010011100110011100101100010011	103.08969607116383
101011111001001001110101110110001000011100100011000111000100000010101011000100001101110010110010010010000001011101010001101000010011000100101111	202.71070811744386
110001011101001010110011001101000100001011001111111101101100111111011000010101111010000000111000000000100110110111000100111010010011110110100101	200.8696925329429
010010001010001001000000100010100000000100001010000101000100110010000010001000000000000000111011100100110010000010000010001111000000101000100100	120.05077152812345
111000000000000000101001001010000101000000000101010011100000000010001000010000100000010000001110000101100001000000000000000010001010010000000100	122.53521126760563
110101100000100001001111110001100101010110110101101011111100100000111010100010111001011100011010110011001110101111100001110100011101111000110111	117.65462427745665
101100000001011011010110001111111010111110000000011101000000000101000000001011010111011000011101010100100101011000010010111101111111010011100110	127.44189383070301
010110010110010110101011010000000001101101111010010011101100111100001100011110011110010101000001011111010001100001111001111111010111100011011101	178.2079646017699
001001101100001101001100000101100011011111000100111010000000110111000000111100000010011010000010101111011111000110000010100000000001000111101001	137.66105629715614
000110110000110011010000100101100101101001100101010000000000110010001111010101011101000010110010011100010001011101101100110000101000100001010111	126.31667947732514
101110000010010000010110011000110000010110101010111100110011010101000000000001100100010100001101100011100010001010111101100101100101001011001111	136.19785082174462
001001100011010000110001000000000000100101001001000000010100010010000110100101010100100100000101110010010100001110001001101110100001011010100010	111.22454943984413
000000100000100010000000100000000000010000001000000000000000100101001000000000010000000011001010000010000000000000001110000000110100101000000000	56.345883326437736
010000001000000000000000100000000000000010000000010000000000000100000000000010000001000000001000000000000110000000100000010000000100001000000000	57.77463054187192
100001000000100000000000001000000000010000000000000010010000000000000000000000000100100000000000001010000000000010000001000001000000000000000010	133.7774524158126
000000000100000010100000000100111010001001000010100000000000000000000000100000101000000110000000000000110000000110001101000000000011001110000000	135.77381533952126
000001000001000100000000000000001011001000000110000100000001100000010000100100010000101010100001000000000100010001000000000000101010000000000000	124.84815515610218
010110100001101010010101110111111010110010110101110100010000111011010110110010110110100001111100010010100000001100111001111000101101101101001010	86.90406800242866
000001000000000000000000001000000000000000100000101111010010001000010001000001001000000010000000000010000100000000000000000000000000010001100100	122.21873147599288
001000000100110000111111100001110101001000111011101000000001000101101010101101000000011011001101101000111010110110111001000100000010101111010000	72.08199195171026
010110111010000111001000000111010011101000000000000011011100100000000000100000000000010000100001000000100000110111000100001010000100010000101000	109.7846889952153
011011111111101101110110011101010101000010001111111111000110101110001011111101110100010110011101110110111101100011011001111101111101111111111001	76.63970588235294
110000000000000001000101000011000000010000001000000010011000010000000000000000000000000000000010000000100001000111010011000000000000011000000010	91.52236719478098
000000001000010001111010001000000010000000010010000011001000000000101000000100000000100001000100000100000000001001000000000000000111000000110000	99.02153316106805
010010001010100001110111000000010000001001000000001101000011101001000000111001000000001101010001011001101010000100011010010111110000000000100001	133.5361625821877
001010100111111010000000111111010010010001100111010110010110001111010011010101011001101000100110001010000110001001110001101011000001111111010010	168.09648518263268
101110111111111111100101110001110001111001111101010101011000111100111110010111100100110100101111011110111000100111111110111011111111111011001000	87.22325581395349
101100110011000011111111010101011010101111000110010100110011011110000001001111001001001011111111111111100101011101110110111000110100110010100100	177.5364936042137
110011110001101111000111011000110100111000000101100010101001100100011000000011111100101010011101101010110001000011000101110111000001001110000010	184.98512137823022
000000001100100010000000010000000000001000000000001001101010001010000000010000000000100000100000000100000000000000110000000000000000110000100000	128.90317848410757
000000000000000000110010001000001111000100011000101000011000001110000000000100100000000000001000000001101000000000000011000000010000000000010000	146.9743169398907
001101100010001001111111000010001000111100010111101110001111111101001011101100101101100001101110000110001111000010111011001110110101110000100110	215.87489975942262
